Fold,Availability_Mask,Condition,Available_Modalities,Missing_Modalities,Missing_Count,Case,Dice,IoU,HD95_mm,ASSD_mm,TP,FP,FN,N_Pred,N_Ref,Pred_Empty,Ref_Empty,Spacing_ZYX
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE1T5_155,0.820959758984291,0.6962949443329075,1.300118327140808,0.4251379822105506,3815,1298,366,5113,4181,false,false,"(3.0, 1.210900068283081, 1.300118327140808)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE1T5_156,0.74447391688771,0.5929577464788732,3.0117581426595392,0.7957692242400174,421,214,75,635,496,false,false,"(3.0, 1.2108999490737915, 1.3000555038452148)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE1T5_157,0.7512437810945274,0.601593625498008,27.208540377244024,2.1654904527962375,151,60,40,211,191,false,false,"(3.0, 1.210900068283081, 1.3000556230545044)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE1T5_158,0.7735209799322388,0.6306842328941776,3,0.5307294967766399,1484,547,322,2031,1806,false,false,"(3.0, 1.210900068283081, 1.2999554872512817)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE1T5_159,0.8389988278287251,0.7226511462168904,1.7765593838098088,0.5409113657305341,6084,1710,625,7794,6709,false,false,"(3.0, 1.210900068283081, 1.2999554872512817)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE3T_111,0.7037124337065409,0.5428675334121283,14.087295883670519,1.9354183386696528,5971,1283,3745,7254,9716,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE3T_117,0.8819039389356953,0.7887550718103948,1.5471740500248867,0.4339254058717505,12247,1808,1472,14055,13719,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE3T_118,0.7025641025641025,0.541501976284585,8.136736612284006,1.3374490361607223,411,72,276,483,687,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE3T_119,0.933147381680763,0.8746731888336005,1.2000000476837158,0.23077287717601017,10371,688,798,11059,11169,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE3T_120,0.810523204256577,0.6814115308151093,3.0943481000497735,0.5028563926566608,1371,221,420,1592,1791,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE3T_121,0.8509115692622252,0.7405100830367735,1.8516934100816,0.6942368113703709,2497,624,251,3121,2748,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE3T_122,0.8024231127679403,0.6700389105058365,2.2923764570765606,0.46625773269291904,861,324,100,1185,961,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE3T_123,0.44106463878326996,0.28292682926829266,27.39381119798499,5.231251267059694,174,60,381,234,555,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE3T_124,0.7987866531850354,0.664983164983165,1.5471740500248867,0.40382134716287976,790,250,148,1040,938,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE3T_125,0.6802443991853361,0.5154320987654321,3.5185027828315354,1.1602215493848995,167,91,66,258,233,false,false,"(3.0, 0.976599931716919, 1.2000178098678589)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE3T_127,0.794104510942385,0.6585185185185185,2.2414999680301215,0.4709310047117473,889,368,93,1257,982,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE3T_128,0.8515795286117004,0.7415224212977022,1.953199863433838,0.5332246006452928,14651,4015,1092,18666,15743,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE3T_129,0.8947806443942457,0.8095955249569707,1.2000000476837158,0.24372026228650612,7526,814,956,8340,8482,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE3T_130,0.7754677754677755,0.633276740237691,2.7773804304290346,0.5387947973886598,746,269,163,1015,909,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE3T_131,0.7711811997526283,0.6275792652239557,2.2923241649482518,0.4662548966508087,1247,528,212,1775,1459,false,false,"(3.0, 0.976599931716919, 1.1999001502990723)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE3T_133,0.8300189393939394,0.7094293808174827,1.1999001502990723,0.37015196651271826,1753,641,77,2394,1830,false,false,"(3.0, 0.976599931716919, 1.1999001502990723)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE3T_134,0.8187420314492138,0.6931102716315884,2.5910900957691863,0.6440887124843251,3853,1078,628,4931,4481,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE3T_135,0.8881785132255233,0.7988499267110158,1.6283792127069723,0.41426792380774846,14170,3111,457,17281,14627,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE3T_136,0.7138888888888889,0.5550755939524838,2.929799795150757,0.7550006086564761,257,142,64,399,321,false,false,"(3.0, 0.976599931716919, 1.199997901916504)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE3T_138,0.704653371320038,0.5439882697947214,5.004679964145222,0.9664950339199702,371,147,164,518,535,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE3T_139,0.7448711204629143,0.5934618608549874,2.4859905955481865,0.5609307348591729,708,256,229,964,937,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE3T_140,0.8688445832332452,0.7681036313442344,1.2000000476837158,0.3081509697256288,3617,919,173,4536,3790,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE3T_141,0.5983086680761099,0.42684766214177977,10.211661506424704,1.878929082668727,283,106,274,389,557,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE3T_142,0.8648332358104155,0.7618556701030927,1.5471740500248867,0.3967037104669784,7390,2158,152,9548,7542,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE3T_143,0.8782429245283019,0.7829172141918528,1.2000000476837158,0.30516924347068414,2979,696,130,3675,3109,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE3T_145,0.8473239436619718,0.7350928641251222,1.2000000476837158,0.37788312809079866,3008,810,274,3818,3282,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE3T_146,0.7517569712083427,0.6022520886305848,3.7755780777198718,0.7761363362411976,1658,618,477,2276,2135,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE3T_147,0.7841506129597198,0.6449405833633417,2.2923764570765606,0.5227962071714141,1791,627,359,2418,2150,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE3T_148,0.7911614730878187,0.6544806899137607,2.929799795150757,2.699309290432837,3491,1696,147,5187,3638,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE3T_149,0.7486403405060298,0.5982615268329554,2.2923764570765606,0.5045780703406494,1583,936,127,2519,1710,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_Philips_VU_PETMR_01_160,0.8297031642882801,0.7089681343824991,2.157283875353723,0.6613314588777356,25408,7554,2876,32962,28284,false,false,"(3.0, 1.0416665077209473, 0.55999755859375)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_Philips_VU_PETMR_01_161,0.8247282608695652,0.7017341040462428,1.1826522645894333,0.3235772194427439,6070,1937,643,8007,6713,false,false,"(3.0, 1.0416665077209473, 0.55999755859375)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_Philips_VU_PETMR_01_162,0.7373695198329854,0.583994708994709,3,0.6982257841853362,2649,1024,863,3673,3512,false,false,"(3.0, 1.0416665077209473, 0.55999755859375)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_Philips_VU_PETMR_01_163,0.6537567776917118,0.4856156501726122,18.39007687862727,2.1402142678308285,422,216,231,638,653,false,false,"(3.0, 1.0416667461395264, 0.5600060820579529)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_Philips_VU_PETMR_01_164,0.8136419001218027,0.6858316221765913,3,0.5872359354525974,1670,498,267,2168,1937,false,false,"(3.0, 1.0416665077209473, 0.55999755859375)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_Philips_VU_PETMR_01_165,0.7934660997986127,0.6576409495548962,3,0.7811862132063015,1773,415,508,2188,2281,false,false,"(3.0, 1.0416665077209473, 0.55999755859375)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_Philips_VU_PETMR_01_166,0.8633369465521554,0.7595363849765259,1.67999267578125,1.002227735943061,5177,1109,530,6286,5707,false,false,"(3.0, 1.0416665077209473, 0.55999755859375)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_Philips_VU_PETMR_01_167,0.7399749714347897,0.5872700578633734,37.92908429420727,2.898384571232451,6800,2513,2266,9313,9066,false,false,"(3.0, 1.0416665077209473, 0.55999755859375)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_Philips_VU_PETMR_01_168,0.5970695970695971,0.4255874673629243,49.392405280742395,4.581227795586116,326,65,375,391,701,false,false,"(3.0, 1.0416665077209473, 0.5600128173828125)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_Philips_VU_PETMR_01_169,0.8344047619047619,0.7158615054642018,1.9767646076366483,0.4102639694716814,7009,1521,1261,8530,8270,false,false,"(3.0, 1.0416665077209473, 0.5600128173828125)"
all,11,full,FLAIR+T1,none,0,WMH2017_Singapore_070,0.7870762711864406,0.6489082969432315,3.000000476837158,0.5298474365696618,2229,979,227,3208,2456,false,false,"(3.000000476837158, 0.9999999403953552, 0.9999999403953552)"
all,11,full,FLAIR+T1,none,0,WMH2017_Singapore_071,0.903806310306044,0.8244950858624042,1,0.5430329733351955,7634,780,845,8414,8479,false,false,"(2.999997615814209, 1.0, 1.0)"
all,11,full,FLAIR+T1,none,0,WMH2017_Singapore_072,0.8980996297072591,0.8150461275084805,2.8284270404524943,0.7835653557573065,25709,3161,2673,28870,28382,false,false,"(3.00000262260437, 0.9999999403953552, 1.0)"
all,11,full,FLAIR+T1,none,0,WMH2017_Singapore_073,0.5191986644407346,0.3506200676437429,31.9538800732981,4.194420523561548,311,244,332,555,643,false,false,"(3.0000011920928955, 1.0, 0.9999999403953552)"
all,11,full,FLAIR+T1,none,0,WMH2017_Singapore_074,0.7844914400805639,0.6454018227009114,3.1622742674127227,0.6409319487322116,779,187,241,966,1020,false,false,"(2.9999964237213135, 1.0, 1.0)"
all,11,full,FLAIR+T1,none,0,WMH2017_Singapore_075,0.7313769751693002,0.5765124555160143,3.1622801481894514,0.7869804479459157,324,110,128,434,452,false,false,"(3.00000262260437, 1.0, 0.9999999403953552)"
all,11,full,FLAIR+T1,none,0,WMH2017_Singapore_076,0.7057406663990365,0.5452853598014888,3.605550680335264,0.903462372190314,879,108,625,987,1504,false,false,"(2.9999992847442627, 1.0, 1.0)"
all,11,full,FLAIR+T1,none,0,WMH2017_Singapore_077,0.8047662694775435,0.6733128834355828,2.9999990463256836,0.4694735472885909,3073,565,926,3638,3999,false,false,"(2.9999990463256836, 1.0, 1.0)"
all,11,full,FLAIR+T1,none,0,WMH2017_Singapore_078,0.6017849553761156,0.43039513677811553,9.249143535666889,1.8075120485101575,708,100,837,808,1545,false,false,"(3.0000009536743164, 0.9999999403953552, 1.0)"
all,11,full,FLAIR+T1,none,0,WMH2017_Singapore_079,0.8095800303592512,0.6800793425899688,3,0.5041885363816436,2400,989,140,3389,2540,false,false,"(3.0000014305114746, 1.0, 0.9999999403953552)"
all,11,full,FLAIR+T1,none,0,WMH2017_Singapore_080,0.8533375364488928,0.7441924398625429,2.23606787087576,0.4395582139414194,5414,1019,842,6433,6256,false,false,"(3.0000009536743164, 1.0, 0.9999999403953552)"
all,11,full,FLAIR+T1,none,0,WMH2017_Singapore_081,0.8614193725167831,0.7565730100475302,3.0000007152557373,0.5431469901451006,12575,2217,1829,14792,14404,false,false,"(3.0000007152557373, 1.0, 1.0)"
all,11,full,FLAIR+T1,none,0,WMH2017_Singapore_082,0.8846635545941023,0.7931808901592486,1,0.29370439338244275,3885,797,216,4682,4101,false,false,"(3.0000011920928955, 1.0, 1.0)"
all,11,full,FLAIR+T1,none,0,WMH2017_Singapore_083,0.8166980539861896,0.6901856763925729,2.23606797749979,0.48781401339487995,1301,330,254,1631,1555,false,false,"(3.0, 1.0, 1.0)"
all,11,full,FLAIR+T1,none,0,WMH2017_Singapore_084,0.871260586120758,0.7718881571844974,1,0.308552848502207,7150,1331,782,8481,7932,false,false,"(2.999995708465576, 1.0, 1.0)"
all,11,full,FLAIR+T1,none,0,WMH2017_Singapore_085,0.8627878457555526,0.7586867960699737,1.4142135623730951,0.3733899807076368,6332,1592,422,7924,6754,false,false,"(2.9999992847442627, 1.0, 1.0)"
all,11,full,FLAIR+T1,none,0,WMH2017_Singapore_086,0.8408081387018197,0.7253399258343635,2,0.5140705029844758,8802,3084,249,11886,9051,false,false,"(2.9999969005584717, 1.0, 1.0)"
all,11,full,FLAIR+T1,none,0,WMH2017_Singapore_087,0.8948478867487919,0.8097056287720162,1,0.3026235883762923,6574,1361,184,7935,6758,false,false,"(3.000000476837158, 1.0, 1.0)"
all,11,full,FLAIR+T1,none,0,WMH2017_Singapore_088,0.695,0.5325670498084292,3.78040872945446,1.550144872167443,3197,1371,1435,4568,4632,false,false,"(3.0, 0.9999999403953552, 1.0)"
all,11,full,FLAIR+T1,none,0,WMH2017_Singapore_089,0.6263736263736264,0.456,10.85031543188584,1.7546616674433506,171,53,151,224,322,false,false,"(2.9999992847442627, 1.0, 1.0)"
all,11,full,FLAIR+T1,none,0,WMH2017_Singapore_090,0.7696594427244582,0.6255661801711122,2,0.4520689315258675,1243,542,202,1785,1445,false,false,"(2.9999988079071045, 1.0, 1.0)"
all,11,full,FLAIR+T1,none,0,WMH2017_Singapore_091,0.648742951493816,0.4801032876838659,11.57583739709985,3.415668184669654,20824,1098,21452,21922,42276,false,false,"(3.000001907348633, 1.0, 1.0)"
all,11,full,FLAIR+T1,none,0,WMH2017_Singapore_092,0.8495193492728618,0.7384038564542046,2.000000238418579,0.44158250556409756,6893,1908,534,8801,7427,false,false,"(2.9999985694885254, 1.0, 1.0000001192092896)"
all,11,full,FLAIR+T1,none,0,WMH2017_Singapore_093,0.8004201680672269,0.6672504378283712,3.0000030994415283,1.5623660256031628,3048,921,599,3969,3647,false,false,"(3.0000030994415283, 1.0, 0.9999999403953552)"
all,11,full,FLAIR+T1,none,0,WMH2017_Singapore_094,0.8414045286203179,0.7262280488791778,2.23606797749979,0.4378364455096656,8974,2664,719,11638,9693,false,false,"(3.0000016689300537, 1.0, 1.0)"
all,11,full,FLAIR+T1,none,0,WMH2017_Singapore_095,0.9002553331686023,0.8186039544637508,1,0.26566990091138776,5465,669,542,6134,6007,false,false,"(3.0000009536743164, 1.0, 1.0)"
all,11,full,FLAIR+T1,none,0,WMH2017_Singapore_096,0.9024574025910892,0.8222527350843779,1.4142135623730951,0.32609812896785567,18564,2121,1892,20685,20456,false,false,"(3.0, 1.0, 1.0)"
all,11,full,FLAIR+T1,none,0,WMH2017_Singapore_097,0.8429135585783238,0.7284793325748957,3.0000014305114746,0.6495980925036707,5763,748,1400,6511,7163,false,false,"(3.0000014305114746, 1.0, 1.0)"
all,11,full,FLAIR+T1,none,0,WMH2017_Singapore_098,0.8101983002832861,0.680952380952381,2.9999983310699463,1.4820566976081713,1287,404,199,1691,1486,false,false,"(2.9999983310699463, 1.0, 0.9999999403953552)"
all,11,full,FLAIR+T1,none,0,WMH2017_Singapore_099,0.8242848803269118,0.7010923535253227,3.162277886352104,0.6166577907636638,706,159,142,865,848,false,false,"(3.000000238418579, 0.9999999403953552, 1.0)"
all,11,full,FLAIR+T1,none,0,WMH2017_Utrecht_001,0.518813634351483,0.35026897788404066,18.24827683100063,3.1649386525593983,586,59,1028,645,1614,false,false,"(2.9999992847442627, 0.9583333730697632, 0.9583333730697632)"
all,11,full,FLAIR+T1,none,0,WMH2017_Utrecht_003,0.8343122524245322,0.7157253339582845,1.9166665077209473,0.47940914833295334,6108,1362,1064,7470,7172,false,false,"(3.000004291534424, 0.9583333730697632, 0.9583332538604736)"
all,11,full,FLAIR+T1,none,0,WMH2017_Utrecht_005,0.5944986690328306,0.42297979797979796,10.24102142730345,2.5828627939359854,335,34,423,369,758,false,false,"(3.0000009536743164, 0.9583332538604736, 0.9583333134651184)"
all,11,full,FLAIR+T1,none,0,WMH2017_Utrecht_007,0.8930940304330862,0.8068382093761015,0.9583333730697632,0.34637400989649103,9156,880,1312,10036,10468,false,false,"(3.000000238418579, 0.9583333730697632, 0.9583332538604736)"
all,11,full,FLAIR+T1,none,0,WMH2017_Utrecht_009,0.7790851583879429,0.6381158880493775,4.96113404179193,1.2481855001436222,47971,1724,25481,49695,73452,false,false,"(3.0000007152557373, 0.9583333134651184, 0.9583333730697632)"
all,11,full,FLAIR+T1,none,0,WMH2017_Utrecht_010,0.5130751406818934,0.3450578806767587,18.609895239517392,3.7685986080421388,1550,158,2784,1708,4334,false,false,"(2.999997138977051, 0.9583333730697632, 0.9583333730697632)"
all,11,full,FLAIR+T1,none,0,WMH2017_Utrecht_012,0.541507024265645,0.3712784588441331,12.380535587570748,2.5005215586863163,212,20,339,232,551,false,false,"(3.0000009536743164, 0.9583333134651184, 0.9583333134651184)"
all,11,full,FLAIR+T1,none,0,WMH2017_Utrecht_013,0.8878849443969205,0.7983750781212442,1.35528788488262,0.33678745429409873,16607,1905,2289,18512,18896,false,false,"(3.0000007152557373, 0.9583332538604736, 0.9583332538604736)"
all,11,full,FLAIR+T1,none,0,WMH2017_Utrecht_014,0.7787670460948947,0.6376891842008121,3,0.569754404244823,3455,242,1721,3697,5176,false,false,"(3.0, 0.9583333134651184, 0.9583333134651184)"
all,11,full,FLAIR+T1,none,0,WMH2017_Utrecht_015,0.6303030303030303,0.46017699115044247,8.288315418855504,1.5662663734594853,3172,490,3231,3662,6403,false,false,"(3.0, 0.9583333134651184, 0.9583332538604736)"
all,11,full,FLAIR+T1,none,0,WMH2017_Utrecht_016,0.8328696768671089,0.7136046938027136,3.000000476837158,0.5180180748445502,3892,778,784,4670,4676,false,false,"(3.000000476837158, 0.9583331942558289, 0.9583331942558289)"
all,11,full,FLAIR+T1,none,0,WMH2017_Utrecht_018,0.7214339058999253,0.5642523364485982,5.484573653633539,1.4112814151960802,483,79,294,562,777,false,false,"(3.0, 0.9583333134651184, 0.9583333134651184)"
all,11,full,FLAIR+T1,none,0,WMH2017_Utrecht_020,0.7233115468409586,0.5665529010238908,7.184209866447028,1.539461123919573,5644,2340,1978,7984,7622,false,false,"(3.0000009536743164, 0.9583333730697632, 0.9583333730697632)"
all,11,full,FLAIR+T1,none,0,WMH2017_Utrecht_022,0.8120466036491537,0.6835677276091784,12.649065547613514,1.6393125562207318,3694,789,921,4483,4615,false,false,"(2.9999942779541016, 0.9583333730697632, 0.9583333730697632)"
all,11,full,FLAIR+T1,none,0,WMH2017_Utrecht_024,0.8920904415966043,0.8052015029838651,1.3552880113231662,0.411200704544896,10929,894,1750,11823,12679,false,false,"(2.999999761581421, 0.9583333134651184, 0.9583333730697632)"
all,11,full,FLAIR+T1,none,0,WMH2017_Utrecht_026,0.874144106825215,0.7764262834386633,3.4553199006837887,1.7096215765417426,17937,1563,3602,19500,21539,false,false,"(2.999999761581421, 0.9583333134651184, 0.9583333134651184)"
all,11,full,FLAIR+T1,none,0,WMH2017_Utrecht_028,0.912467427606709,0.8390253779697624,0.9583333730697632,0.2788888706831445,12431,588,1797,13019,14228,false,false,"(2.999997138977051, 0.9583333730697632, 0.9583332538604736)"
all,11,full,FLAIR+T1,none,0,WMH2017_Utrecht_030,0.8902722829881312,0.8022438922092902,0.9583333730697632,0.3376888945271966,7651,1157,729,8808,8380,false,false,"(2.9999983310699463, 0.9583333730697632, 0.9583333730697632)"
all,11,full,FLAIR+T1,none,0,WMH2017_Utrecht_032,0.7620678408349641,0.6155974179949941,3.560001868431755,0.8854210703327435,4673,2579,339,7252,5012,false,false,"(3.000000238418579, 0.958333432674408, 0.9583332538604736)"
all,11,full,FLAIR+T1,none,0,WMH2017_Utrecht_034,0.7242424242424242,0.5676959619952494,15.446704869222325,1.9708811990187338,478,139,225,617,703,false,false,"(2.999999523162842, 0.9583333134651184, 0.9583333730697632)"
all,11,full,FLAIR+T1,none,0,WMH2017_Utrecht_036,0.7648054145516074,0.6191780821917808,4.801155938350434,1.032091352073654,452,83,195,535,647,false,false,"(3.0000009536743164, 0.9583333134651184, 0.9583333730697632)"
all,11,full,FLAIR+T1,none,0,WMH2017_Utrecht_038,0.7036328871892925,0.5427728613569321,3.6867347669063806,0.8682091195328843,920,148,627,1068,1547,false,false,"(3.0, 0.9583332538604736, 0.9583333134651184)"
all,11,full,FLAIR+T1,none,0,WMH2017_Utrecht_040,0.8487440844557699,0.7372332015810277,1.9166666269302368,0.5450228893644188,4663,924,738,5587,5401,false,false,"(3.000000238418579, 0.9583333134651184, 0.9583333134651184)"
all,11,full,FLAIR+T1,none,0,WMH2017_Utrecht_042,0.7984389348025712,0.6645013374092472,3.0000016689300537,0.5384567109499306,3478,121,1635,3599,5113,false,false,"(3.0000016689300537, 0.9583333730697632, 0.9583333730697632)"
all,11,full,FLAIR+T1,none,0,WMH2017_Utrecht_043,0.6072772898368883,0.436036036036036,46.05035123411126,5.135881653400012,242,132,181,374,423,false,false,"(3.000000476837158, 0.9583332538604736, 0.9583333134651184)"
all,11,full,FLAIR+T1,none,0,WMH2017_Utrecht_044,0.8244613434727504,0.7013477088948787,1.3552880113231662,0.6295957839251893,1301,120,434,1421,1735,false,false,"(3.0000014305114746, 0.9583333134651184, 0.9583333730697632)"
all,11,full,FLAIR+T1,none,0,WMH2017_Utrecht_045,0.7727771679473107,0.629695885509839,6.510206908637607,1.2251121462024173,704,32,382,736,1086,false,false,"(2.9999964237213135, 0.9583333730697632, 0.9583332538604736)"
all,11,full,FLAIR+T1,none,0,WMH2017_Utrecht_046,0.8961346473825675,0.8118151776914604,1.3552880113231662,0.3922756385757526,14003,2207,1039,16210,15042,false,false,"(2.9999959468841553, 0.9583333730697632, 0.9583333134651184)"
all,11,full,FLAIR+T1,none,0,WMH2017_Utrecht_047,0.7679608334282136,0.6233250161722577,4.04316919129897,0.8465170061740822,6745,2878,1198,9623,7943,false,false,"(2.9999990463256836, 0.9583333730697632, 0.9583333730697632)"
all,11,full,FLAIR+T1,none,0,WMH2017_Utrecht_048,0.5558312655086849,0.3848797250859107,18.02547599574771,3.347895276096754,448,539,177,987,625,false,false,"(2.999997138977051, 0.9583331942558289, 0.9583333730697632)"
